id,date,store_nbr,item_nbr,unit_sales
15,1/1/2013,25,115850,1
603,1/2/2013,1,115850,3
1621,1/2/2013,2,115850,11
2727,1/2/2013,3,115850,12
3924,1/2/2013,4,115850,15
4973,1/2/2013,5,115850,23
6007,1/2/2013,6,115850,15
7135,1/2/2013,7,115850,3
8213,1/2/2013,8,115850,10
9411,1/2/2013,9,115850,87
10429,1/2/2013,10,115850,8
11110,1/2/2013,11,115850,104
12069,1/2/2013,12,115850,24
12781,1/2/2013,13,115850,16
13431,1/2/2013,14,115850,24
14116,1/2/2013,15,115850,12
14830,1/2/2013,16,115850,26
15551,1/2/2013,17,115850,33
16301,1/2/2013,18,115850,8
17234,1/2/2013,19,115850,27
17892,1/2/2013,23,115850,3
18813,1/2/2013,24,115850,5
19831,1/2/2013,25,115850,1
20644,1/2/2013,26,115850,20
21414,1/2/2013,27,115850,2
22349,1/2/2013,28,115850,11
23166,1/2/2013,30,115850,2
23755,1/2/2013,31,115850,14
24543,1/2/2013,32,115850,13
25077,1/2/2013,33,115850,1
25767,1/2/2013,34,115850,6
26583,1/2/2013,35,115850,6
27158,1/2/2013,37,115850,2
28221,1/2/2013,38,115850,7
29197,1/2/2013,39,115850,11
30131,1/2/2013,40,115850,7
30806,1/2/2013,41,115850,1
31696,1/2/2013,43,115850,9
32319,1/2/2013,44,115850,11
33571,1/2/2013,45,115850,16
34806,1/2/2013,46,115850,58
35984,1/2/2013,47,115850,33
37193,1/2/2013,48,115850,51
38314,1/2/2013,49,115850,1
39473,1/2/2013,50,115850,203
41665,1/2/2013,54,115850,21
42279,1/3/2013,1,115850,1
43244,1/3/2013,2,115850,11
44283,1/3/2013,3,115850,5
45453,1/3/2013,4,115850,12
46446,1/3/2013,5,115850,6
47450,1/3/2013,6,115850,14
50720,1/3/2013,9,115850,55
51703,1/3/2013,10,115850,10
52346,1/3/2013,11,115850,47
53250,1/3/2013,12,115850,13
53939,1/3/2013,13,115850,8
54573,1/3/2013,14,115850,20
55236,1/3/2013,15,115850,11
55952,1/3/2013,16,115850,22
56662,1/3/2013,17,115850,18
57373,1/3/2013,18,115850,9
58210,1/3/2013,19,115850,16
58834,1/3/2013,23,115850,8
60713,1/3/2013,25,115850,2
61508,1/3/2013,26,115850,5
63813,1/3/2013,30,115850,5
64368,1/3/2013,31,115850,5
65132,1/3/2013,32,115850,6
65650,1/3/2013,33,115850,7
66340,1/3/2013,34,115850,4
67158,1/3/2013,35,115850,3
67710,1/3/2013,37,115850,1
68750,1/3/2013,38,115850,5
72118,1/3/2013,43,115850,9
72748,1/3/2013,44,115850,7
73969,1/3/2013,45,115850,10
75167,1/3/2013,46,115850,28
76306,1/3/2013,47,115850,13
77492,1/3/2013,48,115850,23
79646,1/3/2013,50,115850,12
80732,1/3/2013,51,115850,2
81761,1/3/2013,54,115850,3
82381,1/4/2013,1,115850,1
83329,1/4/2013,2,115850,10
85574,1/4/2013,4,115850,8
86597,1/4/2013,5,115850,11
87598,1/4/2013,6,115850,9
88689,1/4/2013,7,115850,4
89697,1/4/2013,8,115850,3
90845,1/4/2013,9,115850,35
91781,1/4/2013,10,115850,6
92413,1/4/2013,11,115850,70
93327,1/4/2013,12,115850,2
94007,1/4/2013,13,115850,7
94636,1/4/2013,14,115850,18
95321,1/4/2013,15,115850,8
96017,1/4/2013,16,115850,12
96682,1/4/2013,17,115850,20
97401,1/4/2013,18,115850,2
98193,1/4/2013,19,115850,4
98772,1/4/2013,23,115850,8
99684,1/4/2013,24,115850,1
100717,1/4/2013,25,115850,8
101525,1/4/2013,26,115850,6
102241,1/4/2013,27,115850,2
103094,1/4/2013,28,115850,1
103765,1/4/2013,30,115850,5
104302,1/4/2013,31,115850,20
105099,1/4/2013,32,115850,3
106262,1/4/2013,34,115850,8
107069,1/4/2013,35,115850,10
107625,1/4/2013,37,115850,3
108635,1/4/2013,38,115850,1
109617,1/4/2013,39,115850,3
110500,1/4/2013,40,115850,1
111149,1/4/2013,41,115850,2
111954,1/4/2013,43,115850,8
112594,1/4/2013,44,115850,12
113832,1/4/2013,45,115850,7
115058,1/4/2013,46,115850,22
116226,1/4/2013,47,115850,33
117438,1/4/2013,48,115850,35
119685,1/4/2013,50,115850,8
120793,1/4/2013,51,115850,4
121851,1/4/2013,54,115850,13
123427,1/5/2013,2,115850,13
124549,1/5/2013,3,115850,10
125771,1/5/2013,4,115850,12
126862,1/5/2013,5,115850,14
127892,1/5/2013,6,115850,21
129039,1/5/2013,7,115850,1
130087,1/5/2013,8,115850,1
131285,1/5/2013,9,115850,52
132308,1/5/2013,10,115850,18
133000,1/5/2013,11,115850,89
133961,1/5/2013,12,115850,17
134675,1/5/2013,13,115850,14
135351,1/5/2013,14,115850,15
136073,1/5/2013,15,115850,13
136806,1/5/2013,16,115850,16
137532,1/5/2013,17,115850,28
138295,1/5/2013,18,115850,1
139201,1/5/2013,19,115850,17
139882,1/5/2013,23,115850,7
140823,1/5/2013,24,115850,3
141850,1/5/2013,25,115850,7
142652,1/5/2013,26,115850,13
143484,1/5/2013,27,115850,2
144447,1/5/2013,28,115850,2
145343,1/5/2013,30,115850,1
145947,1/5/2013,31,115850,11
146738,1/5/2013,32,115850,7
147263,1/5/2013,33,115850,1
147974,1/5/2013,34,115850,5
148806,1/5/2013,35,115850,1
149382,1/5/2013,37,115850,7
150469,1/5/2013,38,115850,6
151507,1/5/2013,39,115850,2
152474,1/5/2013,40,115850,3
153152,1/5/2013,41,115850,1
154059,1/5/2013,43,115850,1
154701,1/5/2013,44,115850,7
155968,1/5/2013,45,115850,9
157228,1/5/2013,46,115850,60
158442,1/5/2013,47,115850,21
159696,1/5/2013,48,115850,70
160883,1/5/2013,49,115850,2
162048,1/5/2013,50,115850,20
163240,1/5/2013,51,115850,5
164342,1/5/2013,54,115850,15
165621,1/6/2013,2,115850,4
166744,1/6/2013,3,115850,4
167958,1/6/2013,4,115850,14
169043,1/6/2013,5,115850,33
170115,1/6/2013,6,115850,30
171263,1/6/2013,7,115850,6
173446,1/6/2013,9,115850,67
174457,1/6/2013,10,115850,10
175140,1/6/2013,11,115850,78
176071,1/6/2013,12,115850,13
176797,1/6/2013,13,115850,18
177455,1/6/2013,14,115850,13
178118,1/6/2013,15,115850,19
178812,1/6/2013,16,115850,39
179559,1/6/2013,17,115850,15
180313,1/6/2013,18,115850,1
181234,1/6/2013,19,115850,19
181882,1/6/2013,23,115850,2
182821,1/6/2013,24,115850,1
184516,1/6/2013,26,115850,2
185333,1/6/2013,27,115850,3
186333,1/6/2013,28,115850,3
187243,1/6/2013,30,115850,2
187837,1/6/2013,31,115850,23
188696,1/6/2013,32,115850,10
189244,1/6/2013,33,115850,3
189990,1/6/2013,34,115850,5
190802,1/6/2013,35,115850,1
191353,1/6/2013,37,115850,3
192397,1/6/2013,38,115850,16
193444,1/6/2013,39,115850,2
194412,1/6/2013,40,115850,11
195105,1/6/2013,41,115850,5
196055,1/6/2013,43,115850,9
196684,1/6/2013,44,115850,11
197924,1/6/2013,45,115850,11
199157,1/6/2013,46,115850,62
200352,1/6/2013,47,115850,30
201586,1/6/2013,48,115850,50
202750,1/6/2013,49,115850,7
203936,1/6/2013,50,115850,30
205097,1/6/2013,51,115850,2
206198,1/6/2013,54,115850,14
206834,1/7/2013,1,115850,5
207788,1/7/2013,2,115850,7
